56.372364,40.897194
56.524364,42.769627
42.934654,35.247158
62.879463,87.3592
49.15894,17.244118
80.545425,54.68783
44.216393,31.680523
50.350674,29.77812
32.036827,50.54743
45.054474,63.231415
67.60345,59.04477
49.84025,17.296759
42.282967,37.931736
67.78396,31.137815
45.032177,61.02396
45.074547,59.653156
63.94539,87.2361
66.91722,30.809782
56.433083,40.42216
32.01867,44.801407
78.20441,63.78097
49.813564,17.488102
32.002655,38.246777
45.053745,63.28181
80.53501,55.29364
67.55703,58.95354
62.99935,29.839247
56.336445,36.74713
41.160202,22.327536
56.545956,41.63799
72.900955,23.632296
45.03717,58.799747
43.01247,34.852547
32.079994,51.344017
67.91275,31.237953
45.07599,62.050068
80.36211,56.154697
56.8594,34.905296
74.57343,24.69182
45.040375,63.758198
42.871105,35.318222
44.983486,59.30287
71.02466,41.118797
32.053974,43.185738
67.507614,58.8254
42.85092,86.144
67.42869,59.208378
69.91977,34.979897
39.608143,86.09158
70.69563,37.956814
47.1145,30.795042
80.0836,77.851715
53.621307,17.358503
87.65118,36.760536
56.368946,40.35228
67.56382,59.131996
45.03437,60.65281
52.00557,86.758156
67.568924,59.307007
38.473927,83.96993
39.823975,86.108696
74.58377,24.855673
85.967674,70.39939
45.000202,57.240417
33.919647,68.25489
62.59574,29.888737
45.120945,58.23092
75.571724,26.711618
49.55278,17.252422
51.821194,17.24864
44.9857,59.599598
43.75336,31.686575
33.927544,68.25257
56.322323,39.180477
67.44115,57.859608
45.101658,61.211494
61.178223,30.445807
23.597435,59.4456
32.225304,60.646786
64.316345,86.990005
56.34916,40.002903
33.880013,68.26995
49.60443,17.506203
69.52608,34.065346
35.183544,30.82361
76.7119,82.3336
56.525963,43.178165
79.92898,57.825798
48.28948,30.418268
45.047604,60.621784
67.45371,59.091763
68.5875,32.514454
45.05587,17.212517
54.15561,33.508827
70.90353,40.696877
67.5275,59.074474
78.42435,62.763206
70.90364,39.751583
44.23564,20.411959
65.37347,86.51923
32.17167,43.103207
45.05032,62.75053
56.806248,34.922726
48.07376,17.244862
67.55976,59.29124
56.32882,37.12032
85.8991,70.79296
71.086266,41.326447
39.686558,24.083338
77.14239,67.84732
67.61833,58.49698
87.38301,35.526512
67.4887,58.02191
43.513477,32.43719
45.130436,57.171806
48.779655,30.27695
57.500504,17.384058
56.53211,40.49494
42.81961,86.233536
67.561455,58.67775
45.03869,63.988632
